marketing_spend,advertising_spend,website_traffic,number_of_customers,product_price,discount_percentage,previous_revenue,revenue
8927.34,3303.66,87412.38,3170.39,153.62,25.91,216639.82,161627.26
40176.12,10341.47,52366.57,1590.65,52.86,0.1,83040.34,103574.25
44483.72,11116.02,114727.76,2563.19,134.0,11.61,352229.16,243475.26
3394.89,19755.11,24902.18,888.32,17.1,7.61,251455.99,115626.69
37950.44,21429.09,90151.67,2874.61,259.62,17.28,302581.41,214564.32
18381.54,12514.63,22590.0,994.99,192.85,42.92,393772.8,150360.85
32781.24,10965.66,61696.16,2089.91,342.35,47.37,392565.97,201321.46
26188.36,22773.65,25477.31,1098.1,311.5,8.25,267668.31,138227.08
13727.37,7175.81,78759.97,689.27,92.25,11.55,443513.99,208926.75
7625.85,15805.41,128861.63,1671.33,340.17,42.34,467327.01,208564.88
6730.41,16730.91,32916.63,879.47,101.83,8.63,322742.39,136649.6
6062.82,7458.36,117573.98,3276.62,12.92,37.07,38435.07,89359.88
32251.71,16796.18,103145.26,1387.6,485.39,4.27,392463.54,226169.08
18219.13,8492.12,84961.46,3350.63,23.22,32.42,448120.26,208072.73
11615.04,10212.14,100094.78,2028.28,177.46,13.29,287186.55,181371.76
34902.37,26300.59,74745.56,1114.82,322.38,37.48,356171.78,198246.54
34655.63,20947.32,124757.09,1858.68,191.48,25.97,190901.24,167013.65
27419.25,22492.83,136045.81,1312.18,196.79,8.94,261010.12,165086.7
46812.93,20404.28,134165.88,3188.51,364.14,20.11,403091.06,291040.79
19885.3,9138.33,51382.34,704.82,305.06,25.72,440461.36,154951.46
41957.29,22792.61,118050.61,3223.48,264.0,49.8,75303.81,150570.28
4681.83,11197.44,35431.83,410.32,444.3,24.02,28249.24,46116.36
37251.72,11398.9,85954.96,1398.64,62.98,7.56,199324.1,146970.58
49433.92,18429.17,20124.58,606.29,240.19,27.76,207640.46,149666.3
42483.31,21376.05,50170.92,2338.12,127.14,11.01,391198.58,242325.94
29403.57,20719.69,113177.2,2151.62,28.04,43.98,24126.67,101012.03
31711.54,11585.11,141050.51,3529.34,489.73,41.7,386721.56,263470.25
18311.19,21244.19,29104.45,1307.45,369.67,6.43,277436.69,137522.48
34294.78,14760.2,97798.32,707.16,115.93,29.42,354956.19,171460.43
38749.37,13537.04,108162.01,2849.62,207.19,34.83,264444.12,216452.63
49913.2,14287.48,151626.68,2538.69,120.75,12.58,399547.95,266184.11
25130.68,21207.48,116961.83,3084.37,345.58,31.32,229793.31,151340.47
4003.9,8206.99,26505.33,1468.33,181.72,23.13,186003.61,111058.02
30197.04,15965.69,39050.47,2435.98,460.73,24.1,325529.14,187649.5
6832.18,6211.42,102154.94,1106.87,111.7,27.56,233333.58,130309.31
12993.49,16477.47,49446.83,3245.86,181.41,28.51,165644.69,152462.22
17110.22,19152.19,154926.05,1378.21,466.59,35.49,458502.27,202419.13
36820.46,14482.89,150085.95,3256.85,443.49,22.62,367171.33,198674.74
10006.6,20930.37,159299.39,1512.57,153.65,36.13,114501.17,98513.52
9121.89,2921.29,49815.16,2618.35,246.7,24.3,375250.87,160902.02
3203.25,3733.04,111944.17,3157.35,443.02,33.14,141150.47,118417.97
43788.76,20739.1,117728.3,3230.9,338.61,13.16,227011.19,203526.53
34981.77,21173.79,27101.58,1615.09,322.27,27.09,124362.58,117951.8
2957.38,5979.79,48290.77,1585.01,333.67,23.4,74382.97,82673.24
2386.32,11781.65,44406.5,2740.03,461.28,15.11,211550.55,167676.52
28375.04,12383.54,68674.08,2123.89,263.42,3.12,286439.07,162632.13
14844.19,14273.58,154611.65,2674.76,99.07,25.51,165018.41,127902.08
30239.59,19404.81,143136.08,1500.28,241.63,0.49,56001.44,102656.46
22295.6,23928.88,66689.67,1727.3,367.16,19.49,139825.91,138608.5
46242.32,18634.55,96762.21,1655.21,251.15,18.53,137915.54,118217.97
15102.64,16160.74,45807.18,2258.47,163.5,31.69,303561.06,186821.9
34278.12,18627.39,60129.84,970.45,336.5,49.37,155431.37,107237.25
3648.66,7422.05,20363.11,1378.5,230.61,42.9,276212.42,121629.52
47837.17,15002.18,110179.69,3112.22,481.78,48.75,245763.02,234212.72
49057.12,29574.9,123913.43,2304.26,182.55,47.55,147851.74,170416.2
37214.66,11976.55,136163.98,3379.35,361.57,3.71,375784.24,255611.36
23795.41,20669.45,147910.57,1513.88,281.99,14.1,340443.79,182562.0
11779.68,5714.39,32780.12,1539.62,48.01,14.85,346531.02,162106.38
40813.3,24347.51,132218.95,2212.3,240.18,3.55,228118.97,169779.81
37081.35,11537.97,33762.99,1430.46,24.29,42.33,171966.25,106470.22
11875.75,21734.7,76576.44,2467.91,397.02,44.77,303555.68,173846.93
23109.55,18498.67,94551.74,1004.05,369.92,30.25,480363.36,221691.49
23677.15,6992.74,17767.33,1695.1,34.75,44.55,228300.89,142446.19
41494.12,22315.78,45583.36,730.36,254.85,35.72,339336.02,139618.54
34508.39,19172.28,59649.66,2222.92,481.15,22.03,232327.84,145911.74
32515.21,13585.19,34361.79,2679.53,149.47,7.49,467648.8,271431.27
32841.54,12152.66,150166.09,908.82,453.11,47.92,147064.01,100012.84
14253.03,17366.44,60699.44,1728.61,84.04,34.61,240031.97,127988.08
19213.85,18799.32,92709.35,1992.39,13.24,17.71,256953.09,171806.03
3237.45,7528.0,155519.87,2966.34,269.96,6.43,369751.03,181781.57
39560.12,25498.45,107561.95,854.5,127.23,39.95,366228.26,208078.0
22216.91,10185.51,72815.3,1641.54,440.82,40.1,374932.11,166803.79
22473.68,6357.09,144905.57,3102.42,340.22,27.15,371811.32,249065.16
13022.46,14801.91,49103.71,1888.74,346.58,50.0,245483.97,125499.47
11261.94,4840.26,34899.82,2449.05,339.91,19.32,94670.96,104817.23
29803.27,11855.6,92112.32,1616.19,342.69,47.1,437810.29,191752.84
12395.1,12869.15,77254.08,3154.52,376.09,31.51,175919.94,183213.19
4146.23,6913.26,126093.59,954.77,338.24,36.82,72952.67,68240.22
38607.86,12414.0,21022.66,469.49,418.79,45.85,81815.35,93403.78
19447.0,18101.52,109051.46,2177.87,283.48,41.56,257484.21,171977.62
19631.54,15092.8,120122.71,2066.0,181.84,14.43,224448.3,163305.98
22134.6,21302.26,162969.74,2766.4,238.76,43.36,338492.79,204589.52
40937.2,20021.61,42152.95,975.03,225.72,26.99,313695.45,175180.54
16721.01,13271.42,51322.4,1012.09,172.93,2.24,71557.74,92540.77
38143.77,13223.25,150782.87,3026.33,213.58,33.69,162439.4,160808.15
47037.7,25352.82,116723.44,1529.74,198.64,24.98,450202.3,266486.58
33382.54,11015.49,19329.5,2305.79,64.46,26.83,388007.67,234958.38
22152.37,9653.93,23938.02,2077.74,416.97,20.58,437859.78,194918.21
37641.7,24439.32,138440.33,1033.85,380.67,3.2,30554.06,105564.67
23436.97,19640.65,102996.32,2677.26,175.39,9.01,457802.57,219274.99
21306.94,16712.42,100355.18,3152.37,473.11,37.82,433317.45,229407.84
26738.88,6606.73,137865.9,3157.6,475.19,11.71,237093.02,210295.47
16568.39,6295.2,44995.36,350.68,429.79,31.39,343322.26,126986.21
6108.26,11470.82,37439.15,1852.37,24.39,27.09,150556.93,87459.64
21327.75,19319.16,109457.19,3295.96,191.9,11.07,336122.34,232214.23
7068.99,10963.76,141722.36,2544.92,234.09,14.03,403410.2,208325.25
21111.63,5059.54,47508.98,1179.49,362.17,19.18,252106.82,156702.12
28289.75,9751.22,111588.66,1222.12,321.06,44.01,33571.28,73417.97
46604.85,21301.92,44136.5,2307.03,342.41,47.07,219845.78,155360.83
2774.89,14592.21,41600.53,2544.64,385.93,19.34,367990.52,169980.72
31451.46,7442.14,141672.67,3454.86,474.73,2.31,357802.94,261238.08
23429.02,6030.77,26929.54,2861.23,280.24,30.04,253425.67,187034.39
1992.8,5994.11,13325.39,1150.54,452.98,20.88,493140.36,201960.26
13227.86,4773.86,121185.45,2457.17,409.26,24.62,76182.02,109403.51
6805.78,12429.11,67507.17,731.94,175.58,22.1,95978.33,81780.75
11622.91,5236.77,66704.91,707.47,408.7,32.73,143997.13,84767.31
14453.94,16031.07,133804.2,976.28,67.5,15.22,405701.56,156835.96
20664.01,19788.7,46921.65,3023.33,87.79,44.63,386152.78,218261.92
26922.93,24809.66,119145.14,1137.78,496.27,21.06,390925.68,201432.5
1048.51,19203.64,65824.52,1827.87,220.06,17.08,442218.97,178337.01
8931.6,7616.94,26212.48,1486.97,235.7,46.15,232597.19,103643.14
5584.75,2190.44,106439.28,1574.03,476.01,17.91,172915.03,120424.75
27934.0,12510.34,61214.57,1965.49,187.3,4.15,308183.41,194146.35
17124.67,17740.3,144849.83,832.34,126.11,7.77,216738.43,105315.11
27871.49,7240.42,144052.51,1922.7,48.13,35.71,271443.49,177816.83
11869.34,9888.27,136023.12,2170.21,266.08,28.12,87304.31,95851.16
2187.24,6749.12,57140.3,2715.28,107.85,26.73,210263.6,134073.69
47126.98,14202.64,50666.59,2386.13,41.75,4.1,246864.34,166913.74
6307.1,15530.97,146880.87,3298.71,408.4,8.2,61971.41,141681.84
7216.08,14795.61,82513.8,1603.83,171.01,19.81,497357.72,233320.59
8180.79,12578.29,117684.89,1097.05,293.9,22.4,38137.24,58936.82
49082.55,28076.62,147400.1,2000.06,61.28,18.83,461367.5,246562.12
31265.35,8764.28,52275.99,3154.25,257.74,25.14,58495.12,109119.47
30904.21,9599.78,29948.95,871.29,319.6,36.68,432462.87,179045.51
49348.21,17846.91,109877.53,1156.18,230.43,31.79,283156.05,185420.9
5333.5,14356.4,102063.0,3348.89,175.37,30.56,114240.74,106367.74
48750.54,21639.65,61490.73,3162.23,162.37,27.89,131037.63,202074.31
10996.64,4143.16,93097.0,998.27,63.6,10.05,188772.01,91545.76
31530.5,25495.38,139998.11,3031.4,66.69,30.23,401130.91,229272.01
21584.09,10765.58,64364.06,1668.07,252.89,7.92,90630.18,91647.3
19813.64,11462.69,49306.22,1773.96,78.03,35.65,136271.08,102087.54
46630.92,21986.97,127714.75,2184.77,119.49,22.61,352485.41,230492.76
8312.16,20593.16,135425.97,3585.41,90.76,29.07,314715.83,198764.64
49856.38,23393.7,162086.93,1445.95,403.22,43.14,221995.79,179864.45
19577.13,23033.51,44826.75,2566.02,230.36,18.65,49057.39,120101.22
32789.97,10716.02,142516.11,829.04,280.77,4.99,288079.42,146697.87
48427.43,22252.28,133741.15,2591.68,295.65,44.57,130026.21,165171.29
3822.45,17427.63,120717.59,2596.35,204.23,18.25,313808.16,186915.98
46220.35,19670.05,66128.81,2616.39,156.23,20.33,151767.64,152635.13
28822.76,13326.94,18879.53,2879.69,197.4,14.8,490558.86,212644.4
35515.45,26805.88,100039.53,2786.32,272.06,21.01,303485.11,257000.57
8310.03,4911.26,50365.57,2475.05,185.7,26.05,294226.66,186672.11
27135.98,13940.32,58176.31,1126.87,76.94,42.17,421648.82,167328.99
34002.17,24331.22,158900.07,3773.74,457.71,36.01,496719.1,308799.93
23356.12,22730.6,45364.97,1685.21,368.88,25.66,394002.56,186599.48
8594.27,21336.31,157532.74,2098.27,42.47,38.19,305069.84,187846.85
12961.83,20346.89,94329.49,2027.09,453.79,42.39,434491.9,240573.32
42865.25,10066.71,134603.86,1915.78,93.53,2.91,106980.35,115823.91
2689.08,19168.26,61454.81,2128.82,57.89,29.61,386830.1,200323.08
35734.24,15996.11,109715.38,1662.49,94.88,2.16,346351.46,177344.96
49970.11,23200.6,104265.79,1317.17,467.19,15.41,290360.52,188990.45
1366.67,8461.71,145773.45,3520.05,118.43,38.12,436042.96,238870.87
8891.24,18144.78,45514.09,3018.27,395.63,39.56,360635.43,211615.97
34033.07,18537.04,49492.27,1786.57,325.09,44.19,364032.06,176460.32
3939.55,17776.03,156820.66,3674.33,263.93,24.91,456675.9,207561.79
29899.71,10258.49,27411.66,1442.64,189.14,4.21,355717.79,166904.01
34516.01,11010.37,105837.26,1752.58,55.54,6.34,142603.48,122287.12
29819.17,15051.18,25822.74,2888.14,358.22,12.22,108140.1,139618.76
18894.05,4371.47,19660.84,2033.76,203.44,18.61,266334.48,132827.23
35166.83,21044.0,108421.77,2853.41,272.14,26.33,132757.84,170765.08
30120.43,12297.13,94786.06,1770.89,35.36,32.3,355825.2,210273.85
11174.22,13602.18,98970.54,1775.16,390.21,8.13,424500.6,230145.89
28593.64,7583.8,79746.59,740.31,349.21,9.45,160071.68,92490.14
44213.45,12670.26,122778.31,3517.45,269.36,8.65,458467.72,245883.71
33674.83,19380.72,164371.91,1582.94,253.19,37.75,378513.74,209112.11
24117.78,11283.98,54015.46,1803.45,175.15,15.1,494307.64,233893.68
16757.62,8038.6,58329.63,724.02,177.78,8.34,115378.07,86925.58
5208.42,6004.19,56645.54,2259.39,43.55,21.57,241542.59,125594.49
12986.73,7286.32,121503.06,1841.05,346.49,12.38,327347.8,195797.29
1548.15,12955.22,65826.43,2655.35,32.04,18.46,386200.42,194133.23
49344.67,13638.91,114038.0,2202.49,10.7,41.2,457727.69,233055.22
11901.63,9953.1,77616.18,863.57,25.18,16.69,447809.62,178417.71
40928.92,22099.58,110811.34,685.2,109.69,8.74,133338.52,99208.68
9263.6,12369.31,135102.67,1391.61,289.4,11.62,222786.14,120505.84
14896.46,15126.27,91639.52,2658.8,343.77,1.72,364786.35,231416.74
21495.59,9691.8,81653.56,2910.96,216.16,45.06,83510.84,112859.19
16895.88,22067.12,61365.01,1396.7,210.23,34.85,480495.31,185430.89
40119.19,16594.48,93081.75,2119.59,292.63,23.17,378537.33,211818.29
47926.98,15681.19,55594.73,1074.01,302.45,28.04,417844.1,174726.93
43889.43,26912.25,148847.48,3397.52,424.05,12.7,455573.31,314959.98
8525.32,14983.21,73371.85,3265.96,411.35,20.18,105416.9,148005.52
39057.75,20283.49,39947.4,2483.26,413.53,15.99,222622.87,190979.76
8249.4,19441.21,55348.26,634.51,423.64,41.23,332801.5,180949.84
45755.67,10792.67,91148.45,1823.39,441.12,37.17,414781.34,212165.06
26376.05,22109.96,155549.66,3750.21,282.11,14.19,374242.12,288508.44
17482.67,17214.89,62353.33,1076.98,301.63,38.11,78334.93,87197.81
8694.25,9258.71,50742.97,2298.08,366.34,4.7,329922.54,204834.01
1578.65,5814.58,68602.84,3164.85,107.51,10.13,161145.77,142043.39
13149.4,5173.6,149463.28,3089.61,186.63,5.32,215118.95,165963.52
45786.98,28008.34,149963.53,2615.51,457.2,11.91,497230.34,261861.92
40065.85,11280.46,35726.22,1748.08,266.15,11.31,95386.79,104241.35
48519.89,15263.03,106204.65,3324.58,35.38,45.03,70102.66,117154.53
5937.31,15164.05,131951.55,1904.48,208.72,16.37,216389.18,128005.39
30016.76,20351.32,132642.56,3376.89,88.79,17.76,434781.46,243386.83
13600.37,6355.06,80966.65,1754.89,184.58,4.99,97859.97,110922.99
27604.14,21896.39,128632.66,2937.14,277.04,3.3,58377.36,115202.24
16702.29,13791.06,100652.91,3258.83,257.52,10.97,221047.49,190674.1
14889.81,20022.87,50227.82,1948.0,250.33,6.73,323503.08,143638.67
29118.42,8025.75,19548.38,1096.39,18.99,17.23,94252.4,76200.45
9982.59,3331.7,61242.82,554.08,228.1,9.3,406202.65,159913.79
23987.54,17718.82,28156.21,2587.63,24.19,8.91,426039.63,244431.11
32889.8,10003.42,70279.68,2255.23,208.38,32.38,270846.04,158494.59
7280.92,12192.69,134941.61,1537.54,327.03,47.11,34622.65,64553.9
46599.12,10094.94,135498.61,3321.99,71.69,0.62,267729.09,204270.44
25780.51,20864.72,26632.5,2902.04,459.22,35.28,122807.48,144517.39
41156.87,26272.21,36100.41,2853.28,318.95,32.96,234126.56,230675.96
33041.37,23466.49,120903.92,2448.92,116.62,29.25,384673.87,221999.88
35790.05,26345.89,98576.52,3424.97,203.1,34.61,46121.05,125460.29
36090.42,25328.45,46919.73,2871.53,57.48,25.43,20072.97,112146.86
43879.89,17934.33,136149.26,1083.1,20.81,46.35,84055.56,92473.98
31066.67,14481.12,47976.84,3185.09,458.77,7.91,41777.28,133238.76
14632.64,20902.11,33053.33,1856.81,340.84,23.68,145001.64,117429.24
5875.97,19750.5,129478.94,3415.5,392.03,32.65,214048.67,186290.01
30706.28,25611.56,113667.51,2873.33,314.86,45.43,394260.07,204860.49
4251.29,16332.44,75260.15,2354.24,454.32,24.37,34557.07,73999.21
12823.38,7003.46,111048.07,1602.59,449.0,48.85,188475.27,113882.23
3974.65,19721.54,152927.43,943.02,38.5,32.82,466133.13,205833.72
27895.49,24548.36,29595.14,1050.51,102.84,34.96,296662.48,158812.06
8856.57,15260.88,108222.22,2629.99,203.94,40.91,416846.45,236116.04
30909.96,23398.96,55353.42,2879.8,177.13,36.7,252086.77,216388.76
39752.39,19393.42,89264.71,553.13,267.53,26.13,66675.3,94687.16
41272.16,27164.91,88209.19,1144.17,140.6,38.63,109730.77,114754.96
16167.63,5565.29,65999.28,2381.89,400.75,1.79,383879.52,226014.23
27898.77,22927.05,50943.27,1177.26,13.67,46.64,434771.61,198630.31
28587.53,7299.83,127224.1,1147.06,397.84,41.16,244420.07,143733.39
24171.47,11946.88,69587.99,685.55,202.75,31.88,256379.18,146941.04
33100.58,9758.97,141450.63,2657.1,12.52,3.44,236058.7,147178.63
11294.27,12101.99,66108.49,2155.64,425.06,14.75,28814.29,85018.88
48982.92,14825.38,138618.74,3283.07,228.91,12.68,65844.72,168992.29
5805.91,20226.59,100128.89,1513.67,365.12,12.85,496106.28,258148.81
41631.84,19733.13,76702.17,879.99,440.44,33.61,40166.54,89202.03
30110.7,24027.89,126306.98,3049.08,26.81,43.81,187505.15,194522.3
12997.88,8521.72,125882.29,3595.15,138.46,34.08,351529.39,170486.12
37538.08,8514.18,81801.51,1554.14,68.26,19.44,223918.85,174769.58
5139.56,16653.19,80008.51,3009.56,58.02,48.46,491678.63,239985.14
38946.47,21985.66,106314.28,2842.95,473.36,43.13,35714.57,144164.76
29909.28,17118.94,103543.84,3261.32,404.73,34.27,439788.3,241357.27
6426.77,17684.54,80842.12,1734.89,188.72,19.87,84677.25,104911.68
4895.77,17860.8,129149.76,1039.52,346.77,34.19,118314.6,86047.25
37790.98,19522.31,78577.46,836.12,460.53,20.4,273585.82,153680.81
15353.86,22406.36,88609.85,2756.32,118.2,7.76,438298.24,258518.45
44575.79,23449.54,111530.78,3161.32,16.93,30.94,218758.91,170651.6
38341.58,21367.39,165187.0,2251.28,413.81,34.91,160915.46,159524.01
35211.32,14589.99,54471.48,545.11,364.12,17.47,212802.56,141624.65
14651.7,3474.38,41412.66,500.51,88.53,46.47,65284.8,45962.63
35738.28,12346.04,40525.48,2038.57,249.93,42.71,422352.48,242371.87
47459.24,24888.3,124880.05,3388.41,88.61,29.14,459303.25,257307.43
5486.43,15439.78,82470.54,1671.14,305.28,3.01,344371.84,191045.09
16981.97,10351.33,69628.98,2334.94,327.31,0.86,233441.42,161056.34
12498.94,15198.66,46752.03,1905.58,145.57,31.99,314792.38,180588.79
20269.26,8361.96,140904.63,3384.82,392.61,40.69,284896.07,176301.64
37374.3,13115.6,79752.57,2912.69,242.06,25.02,44746.47,119352.52
24237.89,23822.04,112173.16,1238.98,356.12,1.17,209322.24,149823.81
28965.8,14350.18,32796.93,2228.86,323.51,7.24,335277.77,172855.62
16393.59,8555.98,27500.75,2695.26,230.87,10.56,426943.56,236448.08
7923.17,11583.25,24033.01,2917.89,153.43,31.39,192307.04,118286.53
14079.75,10862.76,66955.39,2145.57,110.11,24.3,413250.61,227396.04
43124.33,23350.68,92249.1,1071.39,375.51,5.11,383319.66,236108.92
30518.43,25364.95,60755.79,2022.65,324.55,25.08,466068.87,258290.34
19521.44,15943.17,68457.77,2373.16,147.66,43.47,494926.82,252340.84
39705.39,19968.45,21882.46,999.63,483.88,21.96,40031.48,112860.05
4158.41,8445.94,62664.58,3235.03,407.07,7.49,229985.94,175645.65
13440.66,14198.44,33638.59,933.24,72.13,28.9,391308.89,175203.92
12275.05,9181.92,30961.29,2897.73,89.66,46.47,415119.95,194690.06
49282.86,10377.87,13955.68,1402.8,276.58,5.8,59770.03,120598.81
35598.83,24508.64,125582.1,729.52,60.17,7.82,311163.49,184825.58
31271.51,15128.46,152138.92,2436.23,482.53,28.34,451257.23,232622.11
1244.26,10344.58,103399.77,2439.03,322.63,17.0,128988.35,127880.01
10031.19,4134.51,22256.9,2732.44,42.43,44.78,186732.35,106126.41
32141.52,23251.96,167100.74,2503.14,227.31,35.64,209527.02,191433.2
19606.25,7742.82,152654.11,1136.25,118.76,7.35,209378.12,124004.93
46289.74,17765.06,87106.06,3223.29,250.32,43.54,289619.01,180444.1
38471.49,24579.48,40304.62,1941.05,131.04,32.11,49187.08,102496.47
22921.82,14011.13,120716.1,1491.02,417.58,24.68,394011.09,231883.42
37726.23,26202.72,165375.06,3533.57,363.34,12.83,78981.0,149507.65
48794.81,14340.59,129383.92,1097.57,454.22,32.49,410391.66,227781.74
23588.06,19164.65,110841.14,936.91,107.0,44.92,28205.29,74864.17
32483.77,26067.72,114424.81,2223.65,198.84,1.92,397772.47,237822.05
46014.57,20420.38,163134.43,2727.84,404.68,18.76,190528.22,175408.95
13185.06,16634.6,28909.98,1726.33,193.18,46.78,334811.98,137179.89
44441.34,17056.19,40330.57,2995.73,195.75,19.15,106002.57,155611.44
5779.69,16307.02,138513.27,1554.75,493.16,1.79,277764.62,134455.49
32773.96,24777.84,45863.67,3201.0,387.72,5.07,163573.45,181062.8
39359.07,22081.4,78243.11,547.33,431.8,34.54,21883.84,86527.18
31115.7,24973.75,65796.39,772.73,209.42,35.01,368067.69,203983.82
25281.21,17034.97,53927.46,908.1,297.1,5.75,82964.43,87985.25
31250.01,18004.18,23133.03,446.43,230.77,10.96,471058.02,200075.22
8431.52,8126.54,93607.66,1838.87,230.64,28.19,280987.76,137127.18
11562.96,16650.33,76499.99,2992.08,72.57,34.33,20803.67,98782.17
14225.07,20543.09,101415.05,2987.28,422.65,7.84,473563.04,230451.63
30291.19,19161.4,64482.81,2582.21,201.37,22.82,83736.18,137057.8
22653.15,9574.9,149171.74,867.35,295.09,28.1,420291.77,196201.08
12979.32,13705.99,101710.14,3119.1,429.97,2.49,178053.36,148332.97
44257.66,24092.31,163648.87,2068.09,389.0,11.19,292669.77,198657.08
19322.17,22682.02,73896.48,2591.23,107.14,45.94,421148.12,233554.59
22855.55,8124.73,11831.77,2267.22,313.07,44.0,44075.92,110621.05
21075.35,7201.26,124044.52,1235.03,252.91,16.12,346427.84,172865.95
9915.2,10535.44,133398.29,2261.64,137.47,43.4,91319.53,108495.94
36849.72,10319.36,21767.48,2894.76,30.02,31.63,363870.05,182991.91
22974.45,24213.25,115049.14,1438.09,318.6,49.08,97137.92,109499.42
1796.6,9133.25,108154.19,2714.35,392.13,48.31,30532.96,79738.41
48236.67,20552.74,42573.6,3091.22,471.44,30.85,94610.3,163385.3
40972.42,13122.7,95614.22,1623.9,183.94,23.39,320354.14,182102.87
36454.41,16548.84,53502.91,1491.65,205.62,7.11,493148.86,282524.35
43585.5,28418.63,30120.4,1563.03,89.87,26.52,485658.56,259065.67
45433.56,19116.11,145995.0,3176.19,492.46,19.91,377931.8,223731.86
17537.0,4179.47,79639.37,1772.12,426.3,32.28,415798.62,206280.29
30936.98,11416.68,127479.72,2147.51,479.23,4.47,439502.97,211411.99
30831.58,25746.19,130416.44,1396.8,252.72,41.75,273609.81,192141.46
14097.68,22606.35,167172.35,3802.06,112.79,48.36,129729.2,176091.37
11875.66,6979.75,74087.04,3058.26,290.86,10.47,337325.95,197174.6
6581.46,13813.94,78045.99,2230.97,192.33,31.64,87964.57,110828.07
33306.4,8660.99,52783.35,3149.54,180.45,40.1,419533.12,266595.74
39265.03,19613.12,111336.84,2648.98,50.36,27.72,217803.7,196281.82
38286.7,10612.79,83976.55,3301.29,45.84,46.77,147916.05,157028.58
16497.49,19763.4,126481.08,1200.86,195.61,25.59,424859.84,204968.69
11057.73,21033.26,73520.8,1121.43,463.84,13.53,73372.41,82072.19
23227.09,8518.66,30787.42,2820.97,364.28,23.58,487916.68,231906.43
27793.86,15081.66,142118.47,2028.23,382.67,24.39,476197.67,266781.74
46035.27,11696.89,134424.32,1848.48,124.8,12.69,312218.28,207686.09
43866.33,15886.5,68604.22,2630.59,369.92,39.35,361821.1,183869.71
45886.86,10946.78,113858.42,2497.24,209.1,30.89,37831.73,116128.8
42662.86,14191.23,87751.4,1536.56,39.1,18.52,229799.86,140848.56
48264.48,29462.26,138910.76,1948.35,203.46,21.08,444615.98,232607.91
23809.5,6131.66,66474.52,1616.69,74.31,18.59,25530.63,90728.51
3326.2,17915.12,96999.79,951.36,428.31,22.39,159497.57,89947.73
5094.54,3029.23,15806.72,844.74,421.74,26.4,189843.52,98285.21
20123.53,14840.15,42234.06,1870.01,150.86,16.55,344038.23,193778.07
13626.67,12041.67,127989.35,3007.25,309.84,40.91,358322.71,175482.58
9327.09,20530.73,76751.58,1699.0,188.24,46.42,51291.02,66645.89
47706.98,13922.87,21228.58,1317.87,85.57,26.14,124407.34,135424.14
10575.56,6118.91,34202.39,2157.51,328.21,35.57,416238.7,189991.87
48009.58,24701.84,84443.19,978.25,382.45,46.53,112072.52,129366.76
38281.1,22307.75,126943.6,1838.89,389.61,9.6,157536.24,168285.87
32406.34,20615.31,74197.58,1074.58,83.12,9.49,97877.27,118373.18
34124.93,7834.46,119319.51,2586.37,261.16,3.63,382071.86,241576.55
17242.24,9017.66,136632.91,1109.02,21.71,22.11,33011.1,46625.46
32674.92,23412.94,73195.16,1764.66,54.18,16.56,164918.25,135272.87
10147.91,14246.32,132451.51,2491.19,49.72,28.03,275511.27,170936.79
46947.57,21632.31,40703.55,2721.18,38.02,22.55,22889.8,101905.28
15787.87,9427.95,72758.47,2564.99,173.55,9.51,477913.33,207248.31
13504.14,8274.2,25765.91,2963.13,185.26,19.56,437258.79,227191.25
35846.98,26127.22,33518.33,2239.24,351.96,1.44,330711.79,211809.17
33165.99,21324.43,31416.01,1269.73,171.64,26.87,230782.8,159943.7
23113.65,7596.62,26266.34,903.33,78.79,13.55,94547.32,76783.06
31989.87,25183.26,146326.87,995.72,473.97,5.62,285746.89,165508.83
8815.16,13619.25,94728.58,1378.65,438.98,3.29,134819.83,107512.92
33993.09,13799.18,153410.63,1263.91,70.87,35.72,326248.33,204725.06
14259.92,11096.2,91887.01,1630.19,187.76,12.37,89881.32,98181.1
14368.96,17519.18,110178.49,2688.37,92.36,32.94,364217.24,225737.53
8946.82,9626.68,39451.52,2304.16,479.96,40.78,174994.48,148493.94
17286.48,15242.82,95578.5,1500.58,184.43,25.0,260951.23,132568.66
17231.3,17801.0,75109.67,1950.35,58.08,6.65,97676.29,116232.37
23254.77,8960.77,147226.74,1464.77,366.15,30.73,143012.88,114590.5
10330.56,20978.82,157201.63,2344.64,358.74,3.58,236101.64,154815.51
10457.37,9536.84,41411.77,1786.3,128.11,40.86,239927.02,150590.16
27545.19,14186.85,106268.45,1505.1,167.52,38.08,499893.34,259906.78
7314.99,15584.03,110002.71,1402.47,213.36,20.1,181002.3,123080.91
34755.95,19322.5,102025.59,3450.89,141.17,13.45,60501.36,140174.66
47253.41,18533.02,37854.22,1846.93,151.55,35.48,271624.94,198486.03
21912.99,17552.57,113874.27,2299.39,402.78,28.36,174476.35,157630.47
45154.16,27135.98,142576.15,835.48,378.41,7.25,441332.8,205316.87
5817.51,17269.03,68873.0,971.7,349.39,37.96,120943.12,82411.26
3104.92,17194.04,93365.23,1601.03,346.52,16.7,430718.28,205339.59
36347.07,12808.38,32114.26,3061.92,265.72,44.69,338517.1,189316.67
38290.06,16336.38,153018.96,1373.3,181.95,41.47,110234.94,103388.34
42309.85,19761.44,36692.14,1163.0,363.07,13.79,214518.64,161220.73
3784.07,2118.53,36909.51,3156.0,67.02,12.76,256367.61,173521.23
